url,name,name_alt,header,rooms,facilities,badge,rating_n_reviews,price,price_alt,superhost,sp_url,location,specialties_1,specialties_2,price_per_night,refundables,prices_1,prices_2,listing_ratings,host_joined,host_feats,lang_responses,house_rules,amenities
/rooms/13582868?adults=4&check_in=2021-03-16&check_out=2021-03-23&previous_page_section_name=1000&federated_search_id=28d5ae87-f868-44ab-a0f5-79538d44a41d,empty,Apartment mit Herz,Entire apartment in Finkenberg,7 guests · 4 bedrooms · 4 beds · 2 baths,Hosted by a business · Kitchen,empty,4.70 (29),empty,$225,empty,https://www.airbnb.com/s/Mayrhofen--Austria/homes?query=Mayrhofen%2C%20Austria&checkin=2021-03-16&checkout=2021-03-23&adults=4&items_offset=0,"Finkenberg, Tirol, Austria",,Entire home**__**Enhanced Clean**__**Great check-in experience**__**Cancellation policy**__**House rules,€140/ night,,€140 x 7 nightsView price breakdown€980**__**Cleaning feeView price breakdown€150,"Service feeView price breakdown€191**__**Total€1,321",4.9**__**4.8**__**5.0**__**4.4**__**4.9**__**4.4,Joined in June 2016,29 Reviews**__**Identity verified,"Languages: English, Deutsch**__**Response rate: 100%**__**Response time: within a few hours",󰀥Check-in:  3:00 PM - 10:00 PM**__**󰀥Checkout: 9:00 AM**__**󱤈No smoking**__**󱤆No pets**__**󱤂No parties or events**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more,"{""amenity_Bathroom"": [""Hair dryer"", ""Hot water""], ""amenity_Bedroom and laundry"": [""Hangers"", ""Bed linens"", ""Washer"", ""Essentials""], ""amenity_Entertainment"": [""TV""], ""amenity_Family"": [""Pack \u2019n Play/travel crib""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Internet and office"": [""Wifi""], ""amenity_Kitchen and dining"": [""Refrigerator"", ""Coffee maker"", ""Oven"", ""Stove"", ""Kitchen"", ""Dishes and silverware"", ""Dishwasher"", ""Cooking basics""], ""amenity_Location features"": [""Private entrance""], ""amenity_Outdoor"": [""Patio or balcony""], ""amenity_Parking and facilities"": [""Free street parking"", ""Free parking on premises""], ""amenity_Services"": [""Long term stays allowed""], ""amenity_Not included"": [""Unavailable: Air conditioning"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Shampoo"", ""Unavailable: Smoke alarm""]}"
/rooms/13869257?adults=4&check_in=2021-03-16&check_out=2021-03-23&previous_page_section_name=1000&federated_search_id=28d5ae87-f868-44ab-a0f5-79538d44a41d,empty,Chalet Tirolerland - ein Haus für Sie alleine!,Entire house in Mayrhofen,10 guests · 4 bedrooms · 0 beds · 2.5 baths,Kitchen,empty,4.63 (9),empty,$224,empty,https://www.airbnb.com/s/Mayrhofen--Austria/homes?query=Mayrhofen%2C%20Austria&checkin=2021-03-16&checkout=2021-03-23&adults=4&items_offset=0,"Mayrhofen, Tirol, Austria",,Entire home**__**Enhanced Clean**__**Experienced host**__**Cancellation policy**__**House rules,€146/ night,,"€150 x 7 nightsView price breakdown€1,050**__**3% weekly price discountView price breakdown-€28**__**Cleaning feeView price breakdown€99","Service feeView price breakdown€190**__**Total€1,311",4.9**__**5.0**__**4.9**__**4.9**__**4.9**__**4.8,Joined in June 2016,45 Reviews,Response rate: 20%**__**Response time: a few days or more,󰀥Check-in:  12:00 PM - 10:00 PM**__**󰀥Checkout: 10:00 AM**__**󱤈No smoking**__**󱤂No parties or events**__**󱤅Pets are allowed**__**󱠁Long term stays (28 days or more) are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠁Smoke alarm,"{""amenity_Bathroom"": [""Hot water"", ""Bathtub""], ""amenity_Bedroom and laundry"": [""Hangers"", ""Bed linens"", ""Essentials""], ""amenity_Entertainment"": [""TV"", ""Cable TV""], ""amenity_Family"": [""Pack \u2019n Play/travel crib"", ""High chair""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Home safety"": [""Unavailable: Security cameras on property"", ""Fire extinguisher"", ""Smoke alarm""], ""amenity_Internet and office"": [""Wifi""], ""amenity_Kitchen and dining"": [""Stove"", ""Dishes and silverware"", ""Refrigerator"", ""Coffee maker"", ""Kitchen"", ""Cooking basics"", ""Baking sheet"", ""Dishwasher"", ""Microwave"", ""Oven""], ""amenity_Location features"": [""Private entrance""], ""amenity_Outdoor"": [""Patio or balcony"", ""Garden or backyard"", ""BBQ grill""], ""amenity_Parking and facilities"": [""Free parking on premises""], ""amenity_Services"": [""Luggage dropoff allowed""], ""amenity_Not included"": [""Unavailable: Washer"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Shampoo"", ""Unavailable: Hair dryer"", ""Unavailable: Air conditioning""]}"
/rooms/43838150?adults=4&check_in=2021-03-16&check_out=2021-03-23&previous_page_section_name=1000&federated_search_id=28d5ae87-f868-44ab-a0f5-79538d44a41d,empty,Haus Claudia,Entire apartment in Schwendau,6 guests · 3 bedrooms · 3 beds · 2 baths,Kitchen,empty,4.67 (3),empty,$234,SUPERHOST,https://www.airbnb.com/s/Mayrhofen--Austria/homes?query=Mayrhofen%2C%20Austria&checkin=2021-03-16&checkout=2021-03-23&adults=4&items_offset=0,"Schwendau, Tirol, Austria",,Entire home**__**Enhanced Clean**__**Claudia is a Superhost**__**Free cancellation until 3:00 PM on Mar 15**__**House rules,€160/ night,,"€160 x 7 nightsView price breakdown€1,120**__**Cleaning feeView price breakdown€52","Service feeView price breakdown€199**__**Total€1,371",5.0**__**5.0**__**5.0**__**5.0**__**5.0**__**4.0,Joined in January 2020,8 Reviews**__**Superhost,"Languages: English, Deutsch, Italiano**__**Response rate: 100%**__**Response time: within an hour","󱤈No smoking**__**󱤂No parties or events**__**󱠁Long term stays (28 days or more) are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠃No carbon monoxide alarm**__**󱠃No smoke alarm**__**󱠃Nearby lake, river, other body of water","{""amenity_Bathroom"": [""Hot water"", ""Hair dryer""], ""amenity_Bedroom and laundry"": [""Iron"", ""Hangers"", ""Essentials""], ""amenity_Entertainment"": [""TV""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Home safety"": [""Unavailable: Security cameras on property"", ""Fire extinguisher""], ""amenity_Internet and office"": [""Wifi"", ""Dedicated workspace""], ""amenity_Kitchen and dining"": [""Kitchen""], ""amenity_Location features"": [""Private entrance""], ""amenity_Outdoor"": [""Patio or balcony""], ""amenity_Parking and facilities"": [""Free parking on premises""], ""amenity_Not included"": [""Unavailable: Carbon monoxide alarm"", ""Unavailable: Air conditioning"", ""Unavailable: Shampoo"", ""Unavailable: Smoke alarm"", ""Unavailable: Washer""]}"
/rooms/39881589?adults=4&check_in=2021-03-16&check_out=2021-03-23&previous_page_section_name=1000&federated_search_id=28d5ae87-f868-44ab-a0f5-79538d44a41d,empty,Pleasant penthouse in Mayrhofen with Sauna,Entire apartment in Mayrhofen,6 guests · 2 bedrooms · 3 beds · 1 bath,Kitchen,empty,empty,empty,$256,empty,https://www.airbnb.com/s/Mayrhofen--Austria/homes?query=Mayrhofen%2C%20Austria&checkin=2021-03-16&checkout=2021-03-23&adults=4&items_offset=0,"Mayrhofen, Austria",,Entire home**__**Enhanced Clean**__**Experienced host**__**Cancellation policy**__**House rules,€193/ night,,"€193 x 7 nightsView price breakdown€1,351**__**Cleaning feeView price breakdown€150","Service feeView price breakdown€0**__**Total€1,501",,Joined in June 2019,2382 Reviews**__**Identity verified,"Languages: Nederlands, English, Français, Deutsch**__**Response rate: 100%**__**Response time: within an hour","󰀥Check-in:  After 4:00 PM**__**󰀥Checkout: 12:00 PM**__**󱤈No smoking**__**󱤆No pets**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more**__**󰐂Security Deposit - if you damage the home, you may be charged up to €100","{""amenity_Bedroom and laundry"": [""Hangers""], ""amenity_Entertainment"": [""TV""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Internet and office"": [""Wifi"", ""Dedicated workspace""], ""amenity_Kitchen and dining"": [""Kitchen"", ""Refrigerator"", ""Dishwasher"", ""Oven"", ""Coffee maker""], ""amenity_Location features"": [""Private entrance""], ""amenity_Parking and facilities"": [""Free street parking""], ""amenity_Services"": [""Long term stays allowed""], ""amenity_Not included"": [""Unavailable: Essentials"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Hair dryer"", ""Unavailable: Smoke alarm"", ""Unavailable: Air conditioning"", ""Unavailable: Washer"", ""Unavailable: Shampoo""]}"
/rooms/48189013?adults=4&check_in=2021-03-16&check_out=2021-03-23&previous_page_section_name=1000&federated_search_id=28d5ae87-f868-44ab-a0f5-79538d44a41d,empty,4 star holiday home in Aschau,Entire apartment in Aschau im Zillertal,4 guests · 3 bedrooms · 3 beds · 1 bath,Kitchen,empty,empty,empty,$95,empty,https://www.airbnb.com/s/Mayrhofen--Austria/homes?query=Mayrhofen%2C%20Austria&checkin=2021-03-16&checkout=2021-03-23&adults=4&items_offset=0,"Aschau im Zillertal, Tirol, Austria",Entire home**__**Enhanced Clean**__**Cancellation policy**__**House rules,,€80/ night,,€80 x 7 nightsView price breakdown€558,Service feeView price breakdown€0**__**Total€558,,Joined in January 2021,Identity verified,"Languages: Nederlands, English, Français, Deutsch**__**Response rate: 88%**__**Response time: within an hour",󰀥Check-in:  After 4:00 PM**__**󰀥Checkout: 10:00 AM**__**󱤈No smoking**__**󱤅Pets are allowed**__**󱠁Long term stays (28 days or more) are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more,"{""amenity_Bedroom and laundry"": [""Hangers""], ""amenity_Entertainment"": [""TV""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Internet and office"": [""Wifi"", ""Dedicated workspace""], ""amenity_Kitchen and dining"": [""Kitchen"", ""Microwave"", ""Refrigerator"", ""Oven"", ""Coffee maker"", ""Dishwasher""], ""amenity_Location features"": [""Private entrance""], ""amenity_Parking and facilities"": [""Free street parking""], ""amenity_Not included"": [""Unavailable: Washer"", ""Unavailable: Essentials"", ""Unavailable: Smoke alarm"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Shampoo"", ""Unavailable: Air conditioning"", ""Unavailable: Hair dryer""]}"
/rooms/44670337?adults=4&check_in=2021-03-16&check_out=2021-03-23&previous_page_section_name=1000&federated_search_id=28d5ae87-f868-44ab-a0f5-79538d44a41d,empty,Appartements Mair  Appartement Markus,Entire apartment in Mayrhofen,4 guests · 1 bedroom · 5 beds · 1 bath,Kitchen,empty,5.0 (6),empty,$245,empty,https://www.airbnb.com/s/Mayrhofen--Austria/homes?query=Mayrhofen%2C%20Austria&checkin=2021-03-16&checkout=2021-03-23&adults=4&items_offset=0,"Mayrhofen, Tirol, Austria",Entire home**__**Enhanced Clean**__**Pool**__**Free cancellation until 3:00 PM on Mar 11**__**House rules,,€196/ night,,"€196 x 7 nightsView price breakdown€1,372**__**Cleaning feeView price breakdown€65","Service feeView price breakdown€0**__**Total€1,437",5.0**__**5.0**__**4.8**__**4.7**__**4.8**__**4.7,Joined in August 2020,8 Reviews,Response rate: 20%**__**Response time: a few days or more,󰀥Check-in:  Flexible**__**󱤄Not suitable for children and infants**__**󱤈No smoking**__**󱤆No pets**__**󱤂No parties or events**__**󱠁Long term stays (28 days or more) are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more,"{""amenity_Bathroom"": [""Bathtub""], ""amenity_Entertainment"": [""TV""], ""amenity_Family"": [""Crib""], ""amenity_Internet and office"": [""Wifi""], ""amenity_Kitchen and dining"": [""Microwave"", ""Oven"", ""Refrigerator"", ""Cooking basics"", ""Dishes and silverware"", ""Stove"", ""Coffee maker"", ""Dishwasher"", ""Kitchen""], ""amenity_Outdoor"": [""Patio or balcony""], ""amenity_Parking and facilities"": [""Pool"", ""Free parking on premises""], ""amenity_Not included"": [""Unavailable: Washer"", ""Unavailable: Essentials"", ""Unavailable: Private entrance"", ""Unavailable: Heating"", ""Unavailable: Shampoo"", ""Unavailable: Smoke alarm"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Hair dryer"", ""Unavailable: Air conditioning""]}"
/rooms/13555575?adults=4&check_in=2021-03-16&check_out=2021-03-23&previous_page_section_name=1000&federated_search_id=28d5ae87-f868-44ab-a0f5-79538d44a41d,empty,Chalet Tirolerland - ein Haus für Sie alleine!,Entire house in Mayrhofen,8 guests · 4 bedrooms · 8 beds · 2 baths,Kitchen,empty,4.92 (13),empty,$215,empty,https://www.airbnb.com/s/Mayrhofen--Austria/homes?query=Mayrhofen%2C%20Austria&checkin=2021-03-16&checkout=2021-03-23&adults=4&items_offset=0,"Mayrhofen, Tirol, Austria",,Entire home**__**Enhanced Clean**__**Pets allowed**__**Free cancellation until 12:00 PM on Mar 15**__**House rules,€140/ night,,€140 x 7 nightsView price breakdown€980**__**Cleaning feeView price breakdown€99,"Service feeView price breakdown€183**__**Total€1,262",4.9**__**4.8**__**4.8**__**5.0**__**4.9**__**4.8,Joined in June 2016,45 Reviews,Response rate: 20%**__**Response time: a few days or more,󰀥Check-in:  12:00 PM - 10:00 PM**__**󰀥Checkout: 10:00 AM**__**󱤈No smoking**__**󱤂No parties or events**__**󱤅Pets are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more,"{""amenity_Bedroom and laundry"": [""Dryer"", ""Washer"", ""Essentials"", ""Hangers""], ""amenity_Entertainment"": [""TV""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Internet and office"": [""Wifi""], ""amenity_Kitchen and dining"": [""Kitchen""], ""amenity_Parking and facilities"": [""Free parking on premises""], ""amenity_Services"": [""Long term stays allowed""], ""amenity_Not included"": [""Unavailable: Shampoo"", ""Unavailable: Hair dryer"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Private entrance"", ""Unavailable: Smoke alarm"", ""Unavailable: Air conditioning""]}"
/rooms/48188938?adults=4&check_in=2021-03-16&check_out=2021-03-23&previous_page_section_name=1000&federated_search_id=28d5ae87-f868-44ab-a0f5-79538d44a41d,empty,4 star holiday home in Mayrhofen,Entire apartment in Schwaz,7 guests · 3 bedrooms · 5 beds · 2 baths,Kitchen,empty,empty,empty,$151,empty,https://www.airbnb.com/s/Mayrhofen--Austria/homes?query=Mayrhofen%2C%20Austria&checkin=2021-03-16&checkout=2021-03-23&adults=4&items_offset=0,"Schwaz, Tirol, Austria",Entire home**__**Enhanced Clean**__**Cancellation policy**__**House rules,,€126/ night,,€113 x 7 nightsView price breakdown€790**__**Service feeView price breakdown€0,Cleaning feeView price breakdown€95**__**Total€885,,Joined in January 2021,Identity verified,"Languages: Nederlands, English, Français, Deutsch**__**Response rate: 88%**__**Response time: within an hour",󰀥Check-in:  After 3:00 PM**__**󰀥Checkout: 9:00 AM**__**󱤈No smoking**__**󱤅Pets are allowed**__**󱠁Long term stays (28 days or more) are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more,"{""amenity_Bathroom"": [""Bathtub""], ""amenity_Bedroom and laundry"": [""Hangers""], ""amenity_Entertainment"": [""TV""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Internet and office"": [""Wifi"", ""Dedicated workspace""], ""amenity_Kitchen and dining"": [""Kitchen"", ""Coffee maker"", ""Oven"", ""Refrigerator""], ""amenity_Location features"": [""Private entrance""], ""amenity_Not included"": [""Unavailable: Smoke alarm"", ""Unavailable: Washer"", ""Unavailable: Hair dryer"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Air conditioning"", ""Unavailable: Shampoo"", ""Unavailable: Essentials""]}"
/rooms/13797602?adults=4&check_in=2021-03-16&check_out=2021-03-23&previous_page_section_name=1000&federated_search_id=28d5ae87-f868-44ab-a0f5-79538d44a41d,empty,"App.  in  dream location, Zillertal!",Entire apartment in Gerlosberg,4 guests · 2 bedrooms · 3 beds · 1 bath,Kitchen,empty,4.90 (43),empty,$169,SUPERHOST,https://www.airbnb.com/s/Mayrhofen--Austria/homes?query=Mayrhofen%2C%20Austria&checkin=2021-03-16&checkout=2021-03-23&adults=4&items_offset=0,"Gerlosberg, Tirol, Austria",,Entire home**__**Enhanced Clean**__**Kathrin is a Superhost**__**Free cancellation until 3:00 PM on Mar 11**__**House rules,€130/ night,,€130 x 7 nightsView price breakdown€910**__**Cleaning feeView price breakdown€80,Service feeView price breakdown€0**__**Total€990,5.0**__**4.9**__**4.9**__**4.8**__**5.0**__**4.8,Joined in September 2015,135 Reviews**__**Identity verified**__**Superhost,"Languages: English, Deutsch**__**Response rate: 100%**__**Response time: within an hour","󰀥Check-in:  After 3:00 PM**__**󰀥Checkout: 9:00 AM**__**󱤈No smoking**__**󱤆No pets**__**󱤂No parties or events**__**󱠁Long term stays (28 days or more) are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠁Carbon monoxide detector not required Learn more**__**󱠁Smoke alarm**__**󰐂Security Deposit - if you damage the home, you may be charged up to €150","{""amenity_Bathroom"": [""Hot water"", ""Hair dryer"", ""Fl\u00fcssigseife body soap""], ""amenity_Bedroom and laundry"": [""Bed linens"", ""Essentials"", ""Extra pillows and blankets"", ""Clothing storage: wardrobe"", ""Paid washer"", ""Hangers"", ""Room-darkening shades"", ""Iron""], ""amenity_Entertainment"": [""HDTV""], ""amenity_Family"": [""Pack \u2019n Play/travel crib"", ""Board games"", ""Children\u2019s books and toys""], ""amenity_Heating and cooling"": [""Central heating""], ""amenity_Home safety"": [""Unavailable: Security cameras on property"", ""Fire extinguisher"", ""Smoke alarm""], ""amenity_Internet and office"": [""Wifi"", ""Dedicated workspace""], ""amenity_Kitchen and dining"": [""Oven"", ""Toaster"", ""mit Gefrierfach refrigerator"", ""Dishwasher"", ""Stove"", ""Microwave"", ""Hot water kettle"", ""Dining table"", ""Dishes and silverware"", ""Kitchen"", ""Baking sheet"", ""Nespresso machine"", ""Wine glasses"", ""Cooking basics"", ""Coffee maker""], ""amenity_Location features"": [""Private entrance""], ""amenity_Outdoor"": [""Outdoor dining area"", ""Patio or balcony""], ""amenity_Parking and facilities"": [""Single level home"", ""Free street parking"", ""Free parking on premises""], ""amenity_Services"": [""Host greets you""], ""amenity_Not included"": [""Unavailable: Air conditioning"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Shampoo""]}"
/rooms/36508489?adults=4&check_in=2021-03-16&check_out=2021-03-23&previous_page_section_name=1000&federated_search_id=28d5ae87-f868-44ab-a0f5-79538d44a41d,empty,Ferienwohnung Daniel Lechner in Aschau/Zillertal,Entire apartment in Aschau im Zillertal,4 guests · 1 bedroom · 2 beds · 1 bath,Kitchen,empty,5.0 (26),empty,$108,SUPERHOST,https://www.airbnb.com/s/Mayrhofen--Austria/homes?query=Mayrhofen%2C%20Austria&checkin=2021-03-16&checkout=2021-03-23&adults=4&items_offset=0,"Aschau im Zillertal, Tirol, Austria",Entire home**__**Enhanced Clean**__**Sarah is a Superhost**__**Free cancellation until 3:00 PM on Mar 11**__**House rules,,€70/ night,,€73 x 7 nightsView price breakdown€511**__**5% weekly price discountView price breakdown-€24**__**Cleaning feeView price breakdown€55,Service feeView price breakdown€92**__**Total€634,5.0**__**4.9**__**5.0**__**4.9**__**5.0**__**4.8,Joined in July 2019,26 Reviews**__**Superhost,,󰀥Check-in:  3:00 PM - 10:00 PM**__**󰀥Checkout: 9:00 AM**__**󱤈No smoking**__**󱤆No pets**__**󱤂No parties or events**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more,"{""amenity_Bathroom"": [""Hot water""], ""amenity_Bedroom and laundry"": [""Hangers"", ""Washer"", ""Essentials""], ""amenity_Entertainment"": [""TV""], ""amenity_Heating and cooling"": [""Heating"", ""Indoor fireplace""], ""amenity_Home safety"": [""Unavailable: Security cameras on property"", ""Fire extinguisher""], ""amenity_Internet and office"": [""Wifi""], ""amenity_Kitchen and dining"": [""Coffee maker"", ""Dishwasher"", ""Oven"", ""Refrigerator"", ""Kitchen"", ""Stove"", ""Dishes and silverware"", ""Cooking basics""], ""amenity_Outdoor"": [""Garden or backyard"", ""Patio or balcony""], ""amenity_Parking and facilities"": [""Single level home"", ""Free parking on premises""], ""amenity_Services"": [""Luggage dropoff allowed""], ""amenity_Not included"": [""Unavailable: Air conditioning"", ""Unavailable: Private entrance"", ""Unavailable: Carbon monoxide alarm"", ""Unavailable: Hair dryer"", ""Unavailable: Shampoo"", ""Unavailable: Smoke alarm""]}"
/rooms/48188907?adults=4&check_in=2021-03-16&check_out=2021-03-23&previous_page_section_name=1000&federated_search_id=50827513-4a03-4087-95af-6c9daaf95176,empty,4 star holiday home in Hippach im Zillertal,Entire apartment in Hippach-Schwendberg,8 guests · 4 bedrooms · 6 beds · 4 baths,Hosted by a business · Kitchen,empty,empty,empty,$148,empty,https://www.airbnb.com/s/Mayrhofen--Austria/homes?query=Mayrhofen%2C%20Austria&checkin=2021-03-16&checkout=2021-03-23&adults=4&items_offset=20,"Hippach-Schwendberg, Tirol, Austria",,Entire home**__**Enhanced Clean**__**Cancellation policy**__**House rules,€124/ night,,€114 x 7 nightsView price breakdown€799**__**Service feeView price breakdown€0,Cleaning feeView price breakdown€70**__**Total€869,,Joined in January 2021,Identity verified,"Languages: Nederlands, English, Français, Deutsch**__**Response rate: 88%**__**Response time: within an hour",󰀥Check-in:  After 4:00 PM**__**󰀥Checkout: 10:00 AM**__**󱤈No smoking**__**󱤅Pets are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more,"{""amenity_Bedroom and laundry"": [""Hangers""], ""amenity_Entertainment"": [""TV""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Internet and office"": [""Dedicated workspace""], ""amenity_Kitchen and dining"": [""Oven"", ""Kitchen"", ""Refrigerator"", ""Coffee maker"", ""Microwave""], ""amenity_Location features"": [""Private entrance""], ""amenity_Parking and facilities"": [""Free street parking""], ""amenity_Services"": [""Long term stays allowed""], ""amenity_Not included"": [""Unavailable: Hair dryer"", ""Unavailable: Shampoo"", ""Unavailable: Smoke alarm"", ""Unavailable: Essentials"", ""Unavailable: Washer"", ""Unavailable: Wifi"", ""Unavailable: Air conditioning"", ""Unavailable: Carbon monoxide alarm""]}"
/rooms/34890028?adults=4&check_in=2021-03-16&check_out=2021-03-23&previous_page_section_name=1000&federated_search_id=50827513-4a03-4087-95af-6c9daaf95176,empty,Apartments Zillertal - Apartment 1,Entire apartment in Mayrhofen,6 guests · 2 bedrooms · 4 beds · 1.5 baths,Kitchen,empty,empty,empty,$250,empty,https://www.airbnb.com/s/Mayrhofen--Austria/homes?query=Mayrhofen%2C%20Austria&checkin=2021-03-16&checkout=2021-03-23&adults=4&items_offset=20,"Mayrhofen, Tirol, Austria",Entire home**__**Enhanced Clean**__**Self check-in**__**Free cancellation until 3:00 PM on Mar 11**__**House rules,,€193/ night,,"€193 x 7 nightsView price breakdown€1,351**__**Cleaning feeView price breakdown€115","Service feeView price breakdown€0**__**Total€1,466",,Joined in May 2019,,"Languages: English, Deutsch**__**Response rate: 100%**__**Response time: within a day",󰀥Check-in:  3:00 PM - 6:00 PM**__**󰀥Checkout: 9:00 AM**__**󰄄Self check-in with lockbox**__**󱤈No smoking**__**󱤆No pets**__**󱤂No parties or events**__**󱠁Long term stays (28 days or more) are allowed**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠃No carbon monoxide alarm**__**󱠃No smoke alarm**__**󱠃Security camera/recording device Learn more,"{""amenity_Bathroom"": [""Hair dryer""], ""amenity_Bedroom and laundry"": [""Hangers"", ""Essentials""], ""amenity_Entertainment"": [""TV""], ""amenity_Heating and cooling"": [""Heating""], ""amenity_Home safety"": [""Security cameras on property"", ""Fire extinguisher""], ""amenity_Internet and office"": [""Dedicated workspace"", ""Wifi""], ""amenity_Kitchen and dining"": [""Dishes and silverware"", ""Coffee maker"", ""Kitchen""], ""amenity_Parking and facilities"": [""Free street parking"", ""Free parking on premises""], ""amenity_Services"": [""Lockbox""], ""amenity_Not included"": [""Unavailable: Carbon monoxide alarm"", ""Unavailable: Private entrance"", ""Unavailable: Shampoo"", ""Unavailable: Air conditioning"", ""Unavailable: Smoke alarm"", ""Unavailable: Washer""]}"
/rooms/28683559?adults=4&check_in=2021-03-16&check_out=2021-03-23&previous_page_section_name=1000&federated_search_id=50827513-4a03-4087-95af-6c9daaf95176,empty,Charming Apartment in Finkenberg with Sauna,Entire apartment in Mayrhofen-Finkenberg,6 guests · 2 bedrooms · 5 beds · 2 baths,Hosted by a business · Kitchen,empty,4.67 (3 reviews),empty,$257,empty,https://www.airbnb.com/s/Mayrhofen--Austria/homes?query=Mayrhofen%2C%20Austria&checkin=2021-03-16&checkout=2021-03-23&adults=4&items_offset=20,"Mayrhofen-Finkenberg, Austria",Entire home**__**Enhanced Clean**__**Great location**__**Cancellation policy**__**House rules,,€191/ night,,"€191 x 7 nightsView price breakdown€1,337**__**Cleaning feeView price breakdown€168","Service feeView price breakdown€0**__**Total€1,505",3.7**__**4.7**__**4.7**__**5.0**__**5.0**__**5.0,Joined in January 2017,1640 Reviews,"Languages: Nederlands, English, Français, Deutsch**__**Response rate: 98%**__**Response time: within an hour",󰀥Check-in:  After 4:00 PM**__**󰀥Checkout: 10:00 AM**__**󱤈No smoking**__**󱤆No pets**__**󱤂No parties or events**__**󹀁Committed to Airbnb's enhanced cleaning process. Learn more**__**Airbnb's social-distancing and other COVID-19-related guidelines apply**__**󱠆Carbon monoxide alarm not reported Learn more**__**󱠆Smoke alarm not reported Learn more,{}
